day/month;Time;Temperature;Dew Point;Humidity;Wind;Wind Speed;Wind Gust;Pressure;Precip.;Precip Accum;Condition
16.Jul;9:30 AM;68 F;55 F;64 %;S;4 mph;0 mph;28.78 in;0.0 in;Fair
16.Jul;10:00 AM;70 F;54 F;56 %;SW;4 mph;0 mph;28.78 in;0.0 in;Fair
16.Jul;10:30 AM;72 F;57 F;60 %;S;4 mph;0 mph;28.78 in;0.0 in;Fair
16.Jul;11:00 AM;73 F;57 F;57 %;SSE;4 mph;0 mph;28.78 in;0.0 in;Fair
16.Jul;11:30 AM;72 F;54 F;53 %;S;4 mph;0 mph;28.78 in;0.0 in;Fair
16.Jul;12:00 PM;73 F;55 F;53 %;S;7 mph;0 mph;28.78 in;0.0 in;Fair
16.Jul;12:30 PM;73 F;55 F;53 %;S;4 mph;0 mph;28.78 in;0.0 in;Fair
16.Jul;1:00 PM;75 F;59 F;57 %;SSW;7 mph;0 mph;28.75 in;0.0 in;Fair
16.Jul;1:28 PM;75 F;52 F;44 %;SW;7 mph;0 mph;28.75 in;0.0 in;Thunder in the Vicinity
16.Jul;1:30 PM;75 F;55 F;50 %;SW;7 mph;0 mph;28.75 in;0.0 in;Thunder in the Vicinity
16.Jul;2:00 PM;75 F;54 F;47 %;WNW;4 mph;16 mph;28.75 in;0.0 in;Thunder in the Vicinity
16.Jul;2:29 PM;70 F;52 F;53 %;NE;13 mph;0 mph;28.75 in;0.0 in;Mostly Cloudy
16.Jul;2:30 PM;70 F;54 F;56 %;NE;13 mph;0 mph;28.75 in;0.0 in;Mostly Cloudy
16.Jul;2:49 PM;73 F;54 F;50 %;NE;11 mph;0 mph;28.75 in;0.0 in;Thunder in the Vicinity
16.Jul;3:00 PM;75 F;55 F;50 %;ENE;9 mph;0 mph;28.75 in;0.0 in;Thunder in the Vicinity
16.Jul;3:30 PM;72 F;52 F;50 %;E;11 mph;0 mph;28.75 in;0.0 in;Thunder in the Vicinity
16.Jul;3:36 PM;72 F;52 F;50 %;E;11 mph;0 mph;28.75 in;0.0 in;Mostly Cloudy
16.Jul;4:00 PM;73 F;54 F;50 %;ENE;11 mph;0 mph;28.75 in;0.0 in;Partly Cloudy
16.Jul;4:30 PM;72 F;54 F;53 %;E;7 mph;0 mph;28.75 in;0.0 in;Partly Cloudy
16.Jul;5:00 PM;73 F;55 F;53 %;ESE;7 mph;0 mph;28.75 in;0.0 in;Partly Cloudy
16.Jul;5:30 PM;70 F;55 F;60 %;SSW;7 mph;0 mph;28.75 in;0.0 in;Partly Cloudy
16.Jul;6:00 PM;66 F;57 F;73 %;W;13 mph;0 mph;28.75 in;0.0 in;Partly Cloudy
16.Jul;6:30 PM;66 F;57 F;73 %;WNW;13 mph;0 mph;28.75 in;0.0 in;Partly Cloudy
16.Jul;7:00 PM;66 F;59 F;78 %;WNW;7 mph;0 mph;28.75 in;0.0 in;Partly Cloudy
16.Jul;7:30 PM;66 F;59 F;78 %;NW;7 mph;0 mph;28.75 in;0.0 in;Light Rain Shower
16.Jul;8:00 PM;66 F;57 F;73 %;NNW;4 mph;0 mph;28.78 in;0.0 in;Partly Cloudy
16.Jul;8:30 PM;64 F;57 F;77 %;NNW;7 mph;0 mph;28.78 in;0.0 in;Partly Cloudy
16.Jul;9:00 PM;64 F;57 F;77 %;NNW;4 mph;0 mph;28.78 in;0.0 in;Partly Cloudy
16.Jul;9:30 PM;64 F;57 F;77 %;VAR;2 mph;0 mph;28.78 in;0.0 in;Fair
16.Jul;10:00 PM;63 F;59 F;88 %;W;2 mph;0 mph;28.78 in;0.0 in;Fair
16.Jul;10:30 PM;63 F;59 F;88 %;WSW;4 mph;0 mph;28.78 in;0.0 in;Fair
16.Jul;11:00 PM;61 F;59 F;94 %;VAR;2 mph;0 mph;28.78 in;0.0 in;Fair
16.Jul;11:30 PM;63 F;59 F;88 %;WSW;4 mph;0 mph;28.78 in;0.0 in;Fair
17.Jul;12:00 AM;63 F;59 F;88 %;W;7 mph;0 mph;28.78 in;0.0 in;Fair
17.Jul;12:30 AM;63 F;59 F;88 %;NW;7 mph;0 mph;28.81 in;0.0 in;Fair
17.Jul;1:00 AM;63 F;59 F;88 %;NNW;7 mph;0 mph;28.78 in;0.0 in;Fair
17.Jul;1:30 AM;61 F;57 F;88 %;NW;4 mph;0 mph;28.78 in;0.0 in;Fair
17.Jul;2:00 AM;61 F;57 F;88 %;NW;4 mph;0 mph;28.78 in;0.0 in;Fair
17.Jul;2:30 AM;61 F;57 F;88 %;NW;4 mph;0 mph;28.78 in;0.0 in;Fair
17.Jul;3:00 AM;61 F;57 F;88 %;W;4 mph;0 mph;28.78 in;0.0 in;Fair
17.Jul;3:30 AM;59 F;59 F;100 %;W;4 mph;0 mph;28.78 in;0.0 in;Fair
17.Jul;4:00 AM;59 F;59 F;100 %;W;4 mph;0 mph;28.78 in;0.0 in;Fair
17.Jul;4:30 AM;59 F;59 F;100 %;WNW;4 mph;0 mph;28.78 in;0.0 in;Fair
17.Jul;5:00 AM;59 F;57 F;94 %;WNW;4 mph;0 mph;28.81 in;0.0 in;Light Rain Shower
17.Jul;5:30 AM;59 F;57 F;94 %;NW;4 mph;0 mph;28.81 in;0.0 in;Light Rain Shower
17.Jul;6:00 AM;59 F;57 F;94 %;N;2 mph;0 mph;28.81 in;0.0 in;Light Rain Shower
17.Jul;6:30 AM;59 F;57 F;94 %;NW;2 mph;0 mph;28.81 in;0.0 in;Light Rain Shower
17.Jul;7:00 AM;59 F;57 F;94 %;NNW;4 mph;0 mph;28.81 in;0.0 in;Light Rain Shower
17.Jul;7:30 AM;59 F;57 F;94 %;NW;2 mph;0 mph;28.81 in;0.0 in;Partly Cloudy
17.Jul;8:00 AM;59 F;57 F;94 %;N;4 mph;0 mph;28.81 in;0.0 in;Mostly Cloudy
17.Jul;8:30 AM;61 F;57 F;88 %;N;4 mph;0 mph;28.81 in;0.0 in;Mostly Cloudy
17.Jul;9:00 AM;61 F;59 F;94 %;N;4 mph;0 mph;28.81 in;0.0 in;Mostly Cloudy
17.Jul;9:30 AM;63 F;59 F;88 %;N;4 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
17.Jul;10:00 AM;64 F;61 F;88 %;N;4 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
17.Jul;10:20 AM;64 F;59 F;83 %;NW;4 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
17.Jul;10:30 AM;64 F;59 F;83 %;NW;4 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
17.Jul;11:00 AM;64 F;59 F;83 %;NW;4 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
17.Jul;11:17 AM;68 F;59 F;73 %;N;4 mph;0 mph;28.84 in;0.0 in;Partly Cloudy
17.Jul;11:30 AM;68 F;59 F;73 %;NE;4 mph;0 mph;28.84 in;0.0 in;Partly Cloudy
17.Jul;12:00 PM;66 F;57 F;73 %;NNE;7 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
17.Jul;12:30 PM;70 F;57 F;64 %;NE;4 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
17.Jul;1:00 PM;70 F;57 F;64 %;NNE;4 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
17.Jul;1:30 PM;72 F;57 F;60 %;NE;7 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
17.Jul;2:00 PM;72 F;59 F;64 %;ENE;7 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
17.Jul;2:30 PM;70 F;59 F;68 %;NNE;7 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
17.Jul;3:00 PM;70 F;59 F;68 %;NNE;7 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
17.Jul;3:30 PM;72 F;57 F;60 %;NNE;7 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
17.Jul;4:00 PM;70 F;57 F;64 %;ENE;7 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
17.Jul;4:30 PM;70 F;57 F;64 %;NE;7 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
17.Jul;5:00 PM;70 F;59 F;68 %;NW;9 mph;0 mph;28.84 in;0.0 in;Partly Cloudy
17.Jul;5:30 PM;70 F;61 F;73 %;NNW;9 mph;0 mph;28.84 in;0.0 in;Fair
17.Jul;6:00 PM;70 F;59 F;68 %;NNW;7 mph;0 mph;28.84 in;0.0 in;Fair
17.Jul;6:30 PM;70 F;61 F;73 %;NNW;7 mph;0 mph;28.84 in;0.0 in;Light Rain Shower
17.Jul;7:00 PM;70 F;63 F;78 %;NNW;7 mph;0 mph;28.84 in;0.0 in;Partly Cloudy
17.Jul;7:30 PM;68 F;61 F;78 %;VAR;2 mph;0 mph;28.84 in;0.0 in;Partly Cloudy
17.Jul;7:49 PM;68 F;63 F;83 %;S;4 mph;0 mph;28.86 in;0.0 in;T-Storm
17.Jul;8:00 PM;68 F;64 F;88 %;VAR;2 mph;0 mph;28.86 in;0.0 in;T-Storm
17.Jul;8:30 PM;66 F;64 F;94 %;CALM;0 mph;0 mph;28.84 in;0.0 in;T-Storm
17.Jul;9:00 PM;64 F;59 F;83 %;NE;7 mph;0 mph;28.86 in;0.0 in;Thunder in the Vicinity
17.Jul;9:15 PM;64 F;59 F;83 %;NE;4 mph;0 mph;28.86 in;0.0 in;Partly Cloudy
17.Jul;9:30 PM;63 F;59 F;88 %;N;4 mph;0 mph;28.86 in;0.0 in;Partly Cloudy
17.Jul;10:00 PM;63 F;57 F;82 %;NNE;7 mph;0 mph;28.86 in;0.0 in;Partly Cloudy
17.Jul;10:30 PM;63 F;57 F;82 %;NE;7 mph;0 mph;28.86 in;0.0 in;Partly Cloudy
17.Jul;11:00 PM;63 F;57 F;82 %;NNE;4 mph;0 mph;28.86 in;0.0 in;Fair
17.Jul;11:30 PM;63 F;57 F;82 %;NNE;7 mph;0 mph;28.89 in;0.0 in;Fair
18.Jul;12:00 AM;61 F;57 F;88 %;NNE;7 mph;0 mph;28.86 in;0.0 in;Fair
18.Jul;12:30 AM;61 F;57 F;88 %;NE;7 mph;0 mph;28.89 in;0.0 in;Fair
18.Jul;1:00 AM;61 F;59 F;94 %;ENE;7 mph;0 mph;28.89 in;0.0 in;Fair
18.Jul;1:30 AM;61 F;57 F;88 %;NE;7 mph;0 mph;28.86 in;0.0 in;Fair
18.Jul;2:00 AM;61 F;57 F;88 %;ENE;9 mph;0 mph;28.86 in;0.0 in;Fair
18.Jul;2:30 AM;61 F;59 F;94 %;ENE;7 mph;0 mph;28.86 in;0.0 in;Fair
18.Jul;3:00 AM;61 F;59 F;94 %;ENE;7 mph;0 mph;28.86 in;0.0 in;Fair
18.Jul;3:30 AM;61 F;57 F;88 %;ENE;9 mph;0 mph;28.86 in;0.0 in;Fair
18.Jul;4:00 AM;59 F;57 F;94 %;NE;9 mph;0 mph;28.86 in;0.0 in;Fair
18.Jul;4:30 AM;59 F;57 F;94 %;ENE;9 mph;0 mph;28.86 in;0.0 in;Fair
18.Jul;5:00 AM;59 F;57 F;94 %;ENE;7 mph;0 mph;28.86 in;0.0 in;Fair
18.Jul;5:30 AM;59 F;57 F;94 %;E;4 mph;0 mph;28.86 in;0.0 in;Fair
18.Jul;6:00 AM;59 F;57 F;94 %;ENE;7 mph;0 mph;28.86 in;0.0 in;Fair
18.Jul;6:30 AM;61 F;57 F;88 %;E;7 mph;0 mph;28.89 in;0.0 in;Fair
18.Jul;7:00 AM;61 F;59 F;94 %;E;4 mph;0 mph;28.89 in;0.0 in;Fair
18.Jul;7:30 AM;63 F;59 F;88 %;ENE;7 mph;0 mph;28.89 in;0.0 in;Fair
18.Jul;8:00 AM;64 F;59 F;83 %;ENE;4 mph;0 mph;28.89 in;0.0 in;Fair
18.Jul;8:30 AM;66 F;59 F;78 %;E;4 mph;0 mph;28.89 in;0.0 in;Fair
18.Jul;9:00 AM;68 F;59 F;73 %;E;4 mph;0 mph;28.89 in;0.0 in;Fair
18.Jul;9:30 AM;70 F;59 F;68 %;E;4 mph;0 mph;28.89 in;0.0 in;Fair
18.Jul;10:00 AM;72 F;57 F;60 %;ESE;7 mph;0 mph;28.89 in;0.0 in;Fair
18.Jul;10:30 AM;73 F;59 F;61 %;ESE;9 mph;0 mph;28.89 in;0.0 in;Fair
18.Jul;11:00 AM;73 F;59 F;61 %;E;7 mph;0 mph;28.89 in;0.0 in;Fair
18.Jul;11:30 AM;75 F;59 F;57 %;E;9 mph;0 mph;28.89 in;0.0 in;Fair
18.Jul;12:00 PM;75 F;61 F;61 %;E;11 mph;0 mph;28.89 in;0.0 in;Fair
18.Jul;12:30 PM;75 F;61 F;61 %;E;9 mph;0 mph;28.89 in;0.0 in;Fair
18.Jul;1:00 PM;77 F;61 F;57 %;ESE;11 mph;0 mph;28.89 in;0.0 in;Partly Cloudy
18.Jul;1:30 PM;75 F;59 F;57 %;E;11 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
18.Jul;2:00 PM;77 F;59 F;54 %;E;7 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
18.Jul;2:30 PM;77 F;57 F;50 %;SE;11 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
18.Jul;3:00 PM;77 F;57 F;50 %;SSE;11 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
18.Jul;3:30 PM;77 F;57 F;50 %;SSE;11 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
18.Jul;4:00 PM;79 F;59 F;51 %;E;11 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
18.Jul;4:27 PM;75 F;61 F;61 %;ENE;11 mph;0 mph;28.89 in;0.0 in;Thunder in the Vicinity
18.Jul;4:30 PM;73 F;61 F;65 %;ENE;11 mph;0 mph;28.89 in;0.0 in;T-Storm
18.Jul;4:31 PM;70 F;61 F;73 %;ENE;11 mph;0 mph;28.89 in;0.0 in;T-Storm
18.Jul;4:33 PM;66 F;59 F;78 %;E;13 mph;36 mph;28.89 in;0.0 in;T-Storm
18.Jul;4:38 PM;64 F;61 F;88 %;E;18 mph;36 mph;28.89 in;0.0 in;T-Storm
18.Jul;4:45 PM;64 F;63 F;94 %;E;13 mph;25 mph;28.92 in;0.0 in;Light Rain with Thunder
18.Jul;4:48 PM;64 F;63 F;94 %;E;11 mph;0 mph;28.89 in;0.0 in;T-Storm
18.Jul;5:00 PM;64 F;61 F;88 %;E;13 mph;0 mph;28.89 in;0.0 in;T-Storm
18.Jul;5:30 PM;68 F;66 F;94 %;NE;7 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
18.Jul;6:00 PM;70 F;66 F;88 %;NNE;7 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
18.Jul;6:30 PM;72 F;63 F;73 %;ENE;7 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
18.Jul;7:00 PM;72 F;63 F;73 %;ENE;7 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
18.Jul;7:30 PM;72 F;63 F;73 %;ENE;7 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
18.Jul;8:00 PM;70 F;63 F;78 %;ENE;7 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
18.Jul;8:30 PM;70 F;63 F;78 %;ENE;7 mph;0 mph;28.89 in;0.0 in;Partly Cloudy
18.Jul;9:00 PM;70 F;63 F;78 %;ENE;7 mph;0 mph;28.89 in;0.0 in;Partly Cloudy
18.Jul;9:30 PM;68 F;63 F;83 %;ENE;7 mph;0 mph;28.89 in;0.0 in;Fair
18.Jul;10:00 PM;68 F;61 F;78 %;NE;7 mph;0 mph;28.92 in;0.0 in;Fair
18.Jul;10:30 PM;68 F;59 F;73 %;NE;9 mph;0 mph;28.92 in;0.0 in;Fair
18.Jul;11:00 PM;66 F;61 F;83 %;ENE;9 mph;0 mph;28.92 in;0.0 in;Fair
18.Jul;11:30 PM;66 F;61 F;83 %;ENE;9 mph;0 mph;28.92 in;0.0 in;Fair
19.Jul;12:00 AM;66 F;61 F;83 %;NE;7 mph;0 mph;28.92 in;0.0 in;Fair
19.Jul;12:30 AM;66 F;61 F;83 %;ENE;7 mph;0 mph;28.92 in;0.0 in;Fair
19.Jul;1:00 AM;66 F;61 F;83 %;SSW;4 mph;0 mph;28.95 in;0.0 in;Fair
19.Jul;1:30 AM;66 F;61 F;83 %;SSW;4 mph;0 mph;28.95 in;0.0 in;Fair
19.Jul;2:00 AM;64 F;61 F;88 %;VAR;2 mph;0 mph;28.92 in;0.0 in;Fair
19.Jul;2:30 AM;63 F;63 F;100 %;VAR;2 mph;0 mph;28.92 in;0.0 in;Fair
19.Jul;3:00 AM;63 F;59 F;88 %;SW;4 mph;0 mph;28.92 in;0.0 in;Fair
19.Jul;3:30 AM;63 F;61 F;94 %;W;4 mph;0 mph;28.92 in;0.0 in;Fair
19.Jul;4:00 AM;61 F;59 F;94 %;WNW;4 mph;0 mph;28.92 in;0.0 in;Fair
19.Jul;4:30 AM;61 F;59 F;94 %;NW;4 mph;0 mph;28.92 in;0.0 in;Fair
19.Jul;5:00 AM;63 F;59 F;88 %;N;4 mph;0 mph;28.92 in;0.0 in;Fair
19.Jul;5:30 AM;63 F;59 F;88 %;VAR;2 mph;0 mph;28.92 in;0.0 in;Fair
19.Jul;6:00 AM;61 F;59 F;94 %;E;2 mph;0 mph;28.92 in;0.0 in;Partly Cloudy
19.Jul;6:30 AM;63 F;59 F;88 %;NE;7 mph;0 mph;28.92 in;0.0 in;Light Rain Shower
19.Jul;7:00 AM;63 F;61 F;94 %;NE;9 mph;0 mph;28.92 in;0.0 in;Light Rain Shower
19.Jul;7:30 AM;63 F;61 F;94 %;ENE;7 mph;0 mph;28.89 in;0.0 in;Light Rain Shower
19.Jul;8:00 AM;63 F;61 F;94 %;ENE;4 mph;0 mph;28.89 in;0.0 in;Light Rain Shower
19.Jul;8:30 AM;64 F;63 F;94 %;NE;4 mph;0 mph;28.89 in;0.0 in;Light Rain Shower
19.Jul;9:00 AM;66 F;64 F;94 %;NE;7 mph;0 mph;28.89 in;0.0 in;Partly Cloudy
19.Jul;9:30 AM;68 F;64 F;88 %;NE;7 mph;0 mph;28.89 in;0.0 in;Partly Cloudy
19.Jul;10:00 AM;70 F;63 F;78 %;VAR;2 mph;0 mph;28.89 in;0.0 in;Fair
19.Jul;10:30 AM;72 F;63 F;73 %;ENE;4 mph;0 mph;28.89 in;0.0 in;Fair
19.Jul;11:00 AM;73 F;61 F;65 %;E;7 mph;0 mph;28.89 in;0.0 in;Fair
19.Jul;11:30 AM;73 F;63 F;69 %;E;4 mph;0 mph;28.89 in;0.0 in;Fair
19.Jul;12:00 PM;75 F;61 F;61 %;ENE;7 mph;0 mph;28.89 in;0.0 in;Fair
19.Jul;12:30 PM;77 F;63 F;61 %;E;9 mph;0 mph;28.89 in;0.0 in;Fair
19.Jul;1:00 PM;77 F;63 F;61 %;E;9 mph;0 mph;28.89 in;0.0 in;Fair
19.Jul;1:30 PM;79 F;61 F;54 %;E;9 mph;0 mph;28.89 in;0.0 in;Partly Cloudy
19.Jul;2:00 PM;79 F;59 F;51 %;E;9 mph;0 mph;28.86 in;0.0 in;Mostly Cloudy
19.Jul;2:26 PM;81 F;59 F;48 %;E;4 mph;0 mph;28.86 in;0.0 in;Thunder in the Vicinity
19.Jul;2:30 PM;81 F;55 F;42 %;E;4 mph;0 mph;28.86 in;0.0 in;Thunder in the Vicinity
19.Jul;3:00 PM;79 F;59 F;51 %;SSE;9 mph;0 mph;28.86 in;0.0 in;Thunder in the Vicinity
19.Jul;3:11 PM;79 F;57 F;47 %;SSE;11 mph;0 mph;28.86 in;0.0 in;Mostly Cloudy
19.Jul;3:30 PM;81 F;59 F;48 %;SSE;7 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
19.Jul;4:00 PM;77 F;59 F;54 %;ESE;11 mph;0 mph;28.86 in;0.0 in;Mostly Cloudy
19.Jul;4:30 PM;79 F;57 F;47 %;E;7 mph;0 mph;28.84 in;0.0 in;Mostly Cloudy
19.Jul;4:41 PM;75 F;59 F;57 %;E;13 mph;0 mph;28.84 in;0.0 in;Thunder in the Vicinity
19.Jul;5:00 PM;77 F;59 F;54 %;ESE;9 mph;0 mph;28.86 in;0.0 in;Thunder in the Vicinity
19.Jul;5:30 PM;73 F;55 F;53 %;E;13 mph;0 mph;28.86 in;0.0 in;Thunder in the Vicinity
19.Jul;6:00 PM;68 F;59 F;73 %;SE;13 mph;25 mph;28.86 in;0.0 in;T-Storm
19.Jul;6:23 PM;64 F;63 F;94 %;SSE;7 mph;0 mph;28.86 in;0.0 in;Light Rain with Thunder
19.Jul;6:30 PM;64 F;61 F;88 %;SSE;4 mph;0 mph;28.86 in;0.0 in;Light Rain with Thunder
19.Jul;7:00 PM;64 F;61 F;88 %;ESE;4 mph;0 mph;28.86 in;0.0 in;Light Rain Shower
19.Jul;7:30 PM;64 F;61 F;88 %;CALM;0 mph;0 mph;28.86 in;0.0 in;Light Rain Shower
19.Jul;8:00 PM;66 F;63 F;88 %;VAR;2 mph;0 mph;28.86 in;0.0 in;Mostly Cloudy
19.Jul;8:30 PM;64 F;63 F;94 %;NW;4 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
19.Jul;9:00 PM;64 F;61 F;88 %;NNE;4 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
19.Jul;9:30 PM;64 F;61 F;88 %;ENE;4 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
19.Jul;10:00 PM;63 F;61 F;94 %;N;2 mph;0 mph;28.89 in;0.0 in;Mostly Cloudy
19.Jul;10:30 PM;63 F;59 F;88 %;CALM;0 mph;0 mph;28.89 in;0.0 in;Fair
19.Jul;11:00 PM;61 F;59 F;94 %;VAR;2 mph;0 mph;28.89 in;0.0 in;Fair
19.Jul;11:30 PM;61 F;59 F;94 %;VAR;2 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;12:00 AM;59 F;57 F;94 %;E;4 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;12:30 AM;59 F;57 F;94 %;ESE;4 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;1:00 AM;59 F;57 F;94 %;CALM;0 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;1:30 AM;59 F;57 F;94 %;NE;2 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;2:00 AM;59 F;55 F;88 %;E;2 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;2:30 AM;59 F;55 F;88 %;E;2 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;3:00 AM;57 F;55 F;94 %;VAR;2 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;3:30 AM;57 F;54 F;88 %;VAR;2 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;4:00 AM;59 F;57 F;94 %;ENE;7 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;4:30 AM;61 F;57 F;88 %;ENE;7 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;5:00 AM;61 F;57 F;88 %;ENE;7 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;5:30 AM;61 F;59 F;94 %;ENE;7 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;6:00 AM;61 F;59 F;94 %;E;7 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;6:30 AM;63 F;59 F;88 %;E;7 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;7:00 AM;63 F;59 F;88 %;E;4 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;7:30 AM;63 F;59 F;88 %;E;4 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;8:00 AM;63 F;59 F;88 %;E;4 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;8:30 AM;64 F;59 F;83 %;VAR;2 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;9:00 AM;64 F;61 F;88 %;CALM;0 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;9:30 AM;64 F;57 F;77 %;CALM;0 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;10:00 AM;64 F;61 F;88 %;CALM;0 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;10:30 AM;66 F;61 F;83 %;CALM;0 mph;0 mph;28.86 in;0.0 in;Partly Cloudy
20.Jul;11:00 AM;66 F;61 F;83 %;S;4 mph;0 mph;28.86 in;0.0 in;Partly Cloudy
20.Jul;11:30 AM;68 F;63 F;83 %;SE;4 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;12:00 PM;70 F;61 F;73 %;VAR;2 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;12:30 PM;73 F;59 F;61 %;VAR;2 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;1:00 PM;73 F;64 F;73 %;VAR;2 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;1:30 PM;75 F;63 F;65 %;SSE;4 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;2:00 PM;75 F;61 F;61 %;SSW;4 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;2:30 PM;75 F;61 F;61 %;SSE;4 mph;0 mph;28.86 in;0.0 in;Fair
20.Jul;3:00 PM;77 F;55 F;47 %;S;7 mph;0 mph;28.86 in;0.0 in;Partly Cloudy
20.Jul;3:30 PM;77 F;59 F;54 %;SSE;7 mph;0 mph;28.86 in;0.0 in;Partly Cloudy
20.Jul;4:00 PM;77 F;55 F;47 %;VAR;2 mph;0 mph;28.84 in;0.0 in;Partly Cloudy
